 Asset Description,Commision Year,More than 10years,Purchase Cost,Price more 10k, Asset Status, Expected Lifespan (Years), Asset Age (Year), Warranty Duration,Past Expected, Purchase Category,Purchase Status,Purchase Date
Pulse Oximeter,2014,0,7980,0,Active,10,5.3,11,0,Additional,1,02/06/2014
Digital Id Camera,2014,0,20400,1,Active,5,5.2,11,1,Additional,1,07/07/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.3,24,0,Additional,1,04/06/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.3,24,0,Additional,1,04/06/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.3,24,0,Additional,1,04/06/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.3,24,0,Additional,1,04/06/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.3,24,0,Additional,1,04/06/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.3,24,0,Additional,1,04/06/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.3,24,0,Additional,1,04/06/2014
NIBP With SpO2 & Temperature,2014,0,5498,0,Active,7,5.4,11,0,Additional,1,26/05/2014
NIBP With SpO2 & Temperature,2014,0,5498,0,Active,7,5.4,11,0,Additional,1,26/05/2014
NIBP With SpO2 & Temperature,2014,0,5498,0,Active,7,5.4,11,0,Additional,1,26/05/2014
NIBP With SpO2 & Temperature,2014,0,5498,0,Active,7,5.4,11,0,Additional,1,26/05/2014
NIBP With SpO2 & Temperature,2014,0,5498,0,Active,7,5.4,11,0,Additional,1,26/05/2014
NIBP With SpO2 & Temperature,2014,0,5498,0,Active,7,5.4,11,0,Additional,1,26/05/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Infusion Pump,2014,0,3000,0,Active,10,5.3,24,0,Additional,1,17/06/2014
Anesthesia Unit,2014,0,300000,1,Active,7,5.11,11,0,Additional,1,01/10/2013
Injector,2014,0,145530,1,Active,10,5.11,11,0,Additional,1,01/10/2013
Laser Imager,2014,0,60678,1,Active,10,5.11,11,0,Additional,1,01/10/2013
Wall Mounted Vital Signs Monitor,2014,0,46084,1,Active,7,5.11,11,0,Additional,1,01/10/2013
Wall Mounted Vital Signs Monitor,2014,0,46084,1,Active,7,5.11,11,0,Additional,1,01/10/2013
Wall Mounted Vital Signs Monitor,2014,0,46084,1,Active,7,5.11,11,0,Additional,1,01/10/2013
Wall Mounted Vital Signs Monitor,2014,0,46084,1,Active,7,5.11,11,0,Additional,1,01/10/2013
Mri Physiologic Monitoring System,2014,0,184800,1,Active,7,5.11,11,0,Additional,1,01/10/2013
Mri Laryngoscope,2014,0,9095,0,Active,5,5.11,11,1,Additional,1,01/10/2013
Syringe Pumps (Drug Administration Systems),2014,0,106722,1,Active,10,5.11,11,0,Additional,1,01/10/2013
Mri Unit,2014,0,5250000,1,Active,8,5.11,11,0,Additional,1,01/10/2013
Power Drill,2014,0,66000,1,Active,8,5.2,11,0,Additional,1,22/07/2014
Power Drill,2014,0,66000,1,Active,8,5.2,11,0,Additional,1,22/07/2014
Power Drill,2014,0,66000,1,Active,8,5.2,11,0,Additional,1,22/07/2014
Battery Powered Power Tool,2014,0,97800,1,Active,8,5.2,11,0,Additional,1,23/07/2014
Battery Powered Power Tool,2014,0,97800,1,Active,8,5.2,11,0,Additional,1,23/07/2014
Battery Powered Power Tool,2014,0,97800,1,Active,8,5.2,11,0,Additional,1,23/07/2014
Dry Laser Imager,2014,0,5000,0,Active,10,6,11,0,Additional,1,19/09/2013
Ultrasound,2014,0,349060,1,Active,8,6,11,0,Additional,1,19/09/2013
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Anesthesia Unit,2015,0,245527.35,1,Active,7,3.11,24,0,Additional,1,19/10/2015
Anesthesia Unit,2015,0,245527.35,1,Active,7,3.11,24,0,Additional,1,19/10/2015
Anesthesia Unit,2015,0,245527.35,1,Active,7,3.11,24,0,Additional,1,19/10/2015
Anesthesia Unit,2015,0,249500,1,Active,7,3.11,24,0,Additional,1,16/10/2015
Anesthesia Unit,2015,0,249500,1,Active,7,3.11,24,0,Additional,1,16/10/2015
Anesthesia Unit,2015,0,249500,1,Active,7,3.11,24,0,Additional,1,16/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Ultrasound,2015,0,160650,1,Active,8,3.11,36,0,Additional,1,22/10/2015
Ultrasound,2015,0,160650,1,Active,8,3.11,36,0,Additional,1,22/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Gas Chromatography/Mass Spectrometer System (Gcms),2015,0,499400,1,Active,7,3.1,12,0,Additional,1,06/11/2015
Gas Chromatography/Mass Spectrometer System (Gcms),2015,0,499400,1,Active,7,3.1,12,0,Additional,1,06/11/2015
Cr System,2015,0,75000,1,Active,8,3.1,24,0,Additional,1,24/11/2015
Laser Imager,2015,0,35000,1,Active,10,3.1,24,0,Additional,1,24/11/2015
Transport Monitor,2015,0,8950,0,Active,7,4,24,0,Additional,1,28/09/2015
Operating Table,2015,0,179980.33,1,Active,15,3.11,24,0,Additional,1,13/10/2015
Operating Table,2015,0,179980.33,1,Active,15,3.11,24,0,Additional,1,13/10/2015
Cr System,2015,0,75000,1,Active,8,3.1,24,0,Additional,1,24/11/2015
Laser Imager,2015,0,41000,1,Active,10,3.1,24,0,Additional,1,24/11/2015
Mobile X-Ray,2015,0,149541.2,1,Active,7,3.11,12,0,Additional,1,26/10/2015
Mobile X-Ray,2015,0,149541.2,1,Active,7,3.11,12,0,Additional,1,26/10/2015
Digital Dosimeter,2015,0,3200,0,Active,8,4,11,0,Additional,1,23/09/2015
Digital Dosimeter,2015,0,3200,0,Active,8,4,11,0,Additional,1,23/09/2015
Digital Dosimeter,2015,0,3200,0,Active,8,4,24,0,Additional,1,23/09/2015
Digital Dosimeter,2015,0,3200,0,Active,8,4,24,0,Additional,1,23/09/2015
Digital Dosimeter,2015,0,3200,0,Active,8,4,24,0,Additional,1,23/09/2015
Mobile C-Arm Unit,2015,0,872888,1,Active,7,4,24,0,Additional,1,23/09/2015
Co2 Laser,2015,0,390800,1,Active,10,3.11,12,0,Additional,1,22/10/2015
Smoke Evacuator System,2015,0,9000,0,Active,7,3.11,12,0,Additional,1,22/10/2015
Spot Vision Screener,2015,0,20000,1,Active,7,3.1,12,0,Additional,1,09/11/2015
Reteval Visual Electrodiagnostic,2015,0,88600,1,Active,7,3.9,12,0,Additional,1,01/12/2015
Ultrasound,2015,0,168000,1,Active,8,3.11,36,0,Additional,1,28/10/2015
Digital Electroencephalography With Videometry,2015,0,158800,1,Active,7,3.11,24,0,Additional,1,26/10/2015
Cone Beam Computer Tomography (High Fov),2015,0,568800,1,Active,8,3.11,24,0,Additional,1,22/10/2015
Dosimeter,2015,0,4000,0,Active,8,3.11,24,0,Additional,1,22/10/2015
Dosimeter,2015,0,4000,0,Active,8,3.11,24,0,Additional,1,22/10/2015
Operating Surgical Light,2015,0,110000,1,Active,10,3.11,24,0,Additional,1,29/10/2015
Flexible Intubation Video Endoscope,2015,0,50000,1,Active,5,3.1,24,0,Additional,1,17/11/2015
Microscope,2015,0,438000,1,Active,12,4,12,0,Additional,1,28/09/2015
Neonatal Ventilator,2015,0,143000,1,Active,10,3.11,12,0,Additional,1,22/10/2015
Neonatal Ventilator,2015,0,143000,1,Active,10,3.11,12,0,Additional,1,22/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Thermomixer,2015,0,14674,1,Active,10,3.1,24,0,Additional,1,04/11/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Infusion Pump,2015,0,3700,0,Active,10,3.11,24,0,Additional,1,28/10/2015
Hemodialysis Unit,2015,0,31751,1,Active,5,4,12,0,Additional,1,11/09/2015
Hemodialysis Unit,2015,0,31751,1,Active,5,4,12,0,Additional,1,11/09/2015
Hemodialysis Unit,2015,0,31751,1,Active,5,4,12,0,Additional,1,11/09/2015
Hemodialysis Unit,2015,0,31751,1,Active,5,4,12,0,Additional,1,11/09/2015
Hemodialysis Unit,2015,0,31751,1,Active,5,4,12,0,Additional,1,11/09/2015
Hemodialysis Unit,2015,0,31751,1,Active,5,4,12,0,Additional,1,11/09/2015
Hemodialysis Unit,2015,0,31751,1,Active,5,4,12,0,Additional,1,11/09/2015
Infant Scale,2015,0,3200,0,Active,5,3.1,12,0,Additional,1,17/11/2015
Fundus Camera,2015,0,188680,1,Active,8,3.11,12,0,Additional,1,05/10/2015
Transport Monitor,2015,0,37850,1,Active,7,3.11,24,0,Additional,1,09/10/2015
Transport Monitor,2015,0,37850,1,Active,7,3.11,24,0,Additional,1,09/10/2015
Transport Monitor,2015,0,37850,1,Active,7,3.11,24,0,Additional,1,09/10/2015
Transport Monitor,2015,0,37850,1,Active,7,3.11,24,0,Additional,1,09/10/2015
Transport Monitor,2015,0,37850,1,Active,7,3.11,24,0,Additional,1,09/10/2015
Enteral Feeding Pump,2015,0,2700,0,Active,5,3.1,12,0,Additional,1,17/11/2015
Video Laryngoscope System,2015,0,50000,1,Active,3,3.1,12,1,Additional,1,17/11/2015
Centrifuge,2015,0,24500,1,Active,8,3.1,12,0,Additional,1,09/11/2015
Centrifuge,2015,0,24500,1,Active,8,3.1,12,0,Additional,1,09/11/2015
Microscope,2015,0,14000,1,Active,12,3.1,12,0,Additional,1,04/11/2015
Dental Chair,2015,0,40000,1,Active,15,4.1,12,0,Additional,1,26/08/2015
Syringe Pump,2015,0,4280,0,Active,10,3.1,12,0,Additional,1,17/11/2015
Syringe Pump,2015,0,4280,0,Active,10,3.1,12,0,Additional,1,17/11/2015
Syringe Pump,2015,0,4280,0,Active,10,3.1,12,0,Additional,1,17/11/2015
Syringe Pump,2015,0,4280,0,Active,10,3.1,12,0,Additional,1,17/11/2015
Syringe Pump,2015,0,4280,0,Active,10,3.1,12,0,Additional,1,17/11/2015
Syringe Pump,2015,0,4280,0,Active,10,3.1,12,0,Additional,1,17/11/2015
Syringe Pump,2015,0,4280,0,Active,10,3.1,12,0,Additional,1,17/11/2015
Syringe Pump,2015,0,4280,0,Active,10,3.1,12,0,Additional,1,17/11/2015
Syringe Pump,2015,0,4280,0,Active,10,3.1,12,0,Additional,1,17/11/2015
Syringe Pump,2015,0,4280,0,Active,10,3.1,12,0,Additional,1,17/11/2015
Syringe Pump,2015,0,4280,0,Active,10,3.1,12,0,Additional,1,17/11/2015
Automated Brainstem Evoke Response,2015,0,49990,1,Active,10,3.1,24,0,Additional,1,03/11/2015
Suction Machine,2015,0,2980,0,Active,10,4,12,0,Additional,1,08/09/2015
Suction Machine,2015,0,2980,0,Active,10,4,12,0,Additional,1,08/09/2015
Suction Machine,2015,0,2980,0,Active,10,4,12,0,Additional,1,08/09/2015
Ventilator,2015,0,128000,1,Active,10,3.11,36,0,Additional,1,08/10/2015
Portable Ventilator,2015,0,75383,1,Active,10,4,36,0,Additional,1,29/09/2015
Portable Ventilator,2015,0,75383,1,Active,10,4,36,0,Additional,1,29/09/2015
Ventilator,2015,0,128000,1,Active,10,3.11,36,0,Additional,1,08/10/2015
Ventilator,2015,0,128000,1,Active,10,3.11,36,0,Additional,1,08/10/2015
Ventilator,2015,0,128000,1,Active,10,3.11,36,0,Additional,1,08/10/2015
Lensometer,2015,0,14992,1,Active,12,4,12,0,Additional,1,29/09/2015
Portable Dental Cutting Unit,2015,0,41000,1,Active,8,3.11,12,0,Additional,1,26/10/2015
Shock Wave Therapy,2015,0,105000,1,Active,7,3.1,12,0,Additional,1,05/11/2015
Single Tooth Anesthesia System,2015,0,20000,1,Active,7,3.11,12,0,Additional,1,28/10/2015
Single Tooth Anesthesia System,2015,0,20000,1,Active,7,3.11,12,0,Additional,1,28/10/2015
Optically Stimulated Luminescent (Osl) Reader,2015,0,150000,1,Active,8,3.11,12,0,Additional,1,12/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Syringe Pump,2015,0,3250,0,Active,10,3.11,12,0,Additional,1,28/10/2015
Infant Warmer,2015,0,44990,1,Active,8,3.11,12,0,Additional,1,16/10/2015
Infant Warmer,2015,0,44990,1,Active,8,3.11,12,0,Additional,1,16/10/2015
Light Source,2015,0,33932,1,Active,8,3.11,12,0,Additional,1,30/10/2015
26 Hd Monitor,2015,0,73210,1,Active,0,3.11,24,1,Additional,1,30/10/2015
Image Processor Module,2015,0,43065,1,Active,8,3.11,24,0,Additional,1,30/10/2015
Image Camera Control Unit,2015,0,123158,1,Active,8,3.11,24,0,Additional,1,30/10/2015
Multiparameter Patient Monitor,2015,0,9500,0,Active,7,3.1,12,0,Additional,1,25/11/2015
Positive Pressure Spe Manifold For 1-3Ml Cartridge,2015,0,39800,1,Active,8,3.1,12,0,Additional,1,09/11/2015
Positive Pressure Manifold,2015,0,28500,1,Active,8,3.1,12,0,Additional,1,09/11/2015
Laboratory Microscope,2015,0,17000,1,Active,12,3.1,12,0,Additional,1,06/11/2015
Laboratory Microscope,2015,0,17000,1,Active,12,3.1,12,0,Additional,1,06/11/2015
Laboratory Microscope,2015,0,30000,1,Active,12,3.1,12,0,Additional,1,07/11/2015
Laboratory Microscope,2015,0,5250,0,Active,12,3.1,12,0,Additional,1,06/11/2015
Laboratory Microscope,2015,0,5250,0,Active,12,3.1,12,0,Additional,1,06/11/2015
Laboratory Microscope,2015,0,5250,0,Active,12,3.1,12,0,Additional,1,06/11/2015
Laboratory Microscope,2015,0,5250,0,Active,12,3.1,12,0,Additional,1,06/11/2015
Vein Scanner,2015,0,11500,1,Active,7,4,12,0,Additional,1,22/09/2015
Amalgamator,2015,0,1400,0,Active,6,3.11,12,0,Additional,1,28/10/2015
Enteral Feeding Pump,2015,0,3000,0,Active,5,3.1,12,0,Additional,1,16/11/2015
Enteral Feeding Pump,2015,0,3000,0,Active,5,3.1,12,0,Additional,1,16/11/2015
Nebulizer,2015,0,4900,0,Active,5,4,12,0,Additional,1,22/09/2015
Bedside Monitor,2015,0,17190,1,Active,7,3.11,24,0,Additional,1,05/10/2015
Bedside Monitor,2015,0,17190,1,Active,7,3.11,24,0,Additional,1,05/10/2015
Bedside Monitor,2015,0,17190,1,Active,7,3.11,24,0,Additional,1,05/10/2015
Bedside Monitor,2015,0,17190,1,Active,7,3.11,24,0,Additional,1,05/10/2015
Physiologic Monitoring System,2015,0,59790,1,Active,7,3.11,24,0,Additional,1,28/10/2015
Physiologic Monitoring System,2015,0,59790,1,Active,7,3.11,24,0,Additional,1,28/10/2015
Physiologic Monitoring System,2015,0,59790,1,Active,7,3.11,24,0,Additional,1,28/10/2015
Physiologic Monitoring System,2015,0,59790,1,Active,7,3.11,24,0,Additional,1,28/10/2015
Physiologic Monitoring System,2015,0,59790,1,Active,7,3.11,24,0,Additional,1,28/10/2015
Physiologic Monitoring System,2015,0,59790,1,Active,7,3.11,24,0,Additional,1,28/10/2015
Physiologic Monitoring System,2015,0,59790,1,Active,7,3.11,24,0,Additional,1,28/10/2015
Physiologic Monitoring System,2015,0,59790,1,Active,7,3.11,24,0,Additional,1,28/10/2015
Physiologic Monitoring System,2015,0,59790,1,Active,7,3.11,24,0,Additional,1,28/10/2015
Physiologic Monitoring System,2015,0,59790,1,Active,7,3.11,24,0,Additional,1,28/10/2015
Physiologic Monitoring System,2015,0,59790,1,Active,7,3.11,24,0,Additional,1,28/10/2015
Bedside Monitor,2015,0,17190,1,Active,7,3.11,24,0,Additional,1,05/10/2015
Microscope,2015,0,4290,0,Active,12,3.1,12,0,Additional,1,09/11/2015
Ultrasound,2015,0,225000,1,Active,8,3.11,12,0,Additional,1,27/10/2015
Portable SpO2,2015,0,4300,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Portable SpO2,2015,0,4300,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Portable SpO2,2015,0,4300,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Ph Meter,2015,0,3500,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Ph Meter,2015,0,3500,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Portable SpO2,2015,0,4300,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Portable SpO2,2015,0,4300,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Portable SpO2,2015,0,4300,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Portable SpO2,2015,0,4300,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Portable SpO2,2015,0,4300,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Portable SpO2,2015,0,4300,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Portable SpO2,2015,0,4300,0,Active,10,3.1,24,0,Additional,1,05/11/2015
Portable SpO2,2015,0,4300,0,Active,10,3.1,24,0,Additional,1,05/11/2015
